Respondent_ID,Choice_Set_ID,Main_Choice,Sub_Option,Rank,Abroad Study?
65,Research Opportunities,A,Few collaborations with other researchers,2,Yes
65,Research Opportunities,A,Limited availability of research job opportunities after studies,3,Yes
65,Environmental Factors,A,Access to clean and sustainable living environments,1,Yes
65,Environmental Factors,A,Higher cost of living in environmentally rich regions,2,Yes
65,Environmental Factors,A,Limited availability of outdoor recreational activities,3,Yes
66,Education Quality,B,High tuition fees,1,Yes
66,Education Quality,B,Moderate-quality education,2,Yes
66,Education Quality,B,Abundant availability of scholarships,3,Yes
66,Career Prospects,A,Limited availability of part-time job opportunities during studies,1,Yes
66,Career Prospects,A,Higher paygrade,2,Yes
66,Career Prospects,A,Strong career prospects and job opportunities post-graduation,3,Yes
66,Political Factors,B,Political instability and unrest in the home country,1,Yes
66,Political Factors,B,Higher living expenses due to economic challenges,2,Yes
66,Political Factors,B,Limited access to civil liberties and freedom of expression,3,Yes
66,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,Yes
66,Social Factors,A,Access to diverse social networks and communities,2,Yes
66,Social Factors,A,Few opportunities for social interaction,3,Yes
66,Safety/Security,B,Active police presence,1,Yes
66,Safety/Security,B,Efficient emergency services,2,Yes
66,Safety/Security,B,Low crime rates,3,Yes
66,University Preference,B,More opportunity after graduation,1,Yes
66,University Preference,B,Moderately prestige and reputation of universities,2,Yes
66,University Preference,B,Diverse availability of desired courses,3,Yes
66,Language Access,A,Majority of the population speaks a language I am fluent in,1,Yes
66,Language Access,A,Communication is generally easy due to fluency in the local language,2,Yes
66,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
66,Cultural Exposure,B,Accessible cultural events,1,Yes
66,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,Yes
66,Cultural Exposure,B,Greater opportunities for cultural exchange,3,Yes
66,Research Opportunities,B,Limited research opportunities and resources available during studies,1,Yes
66,Research Opportunities,B,High collaborations with other researchers,2,Yes
66,Research Opportunities,B,Abundant availability of research job opportunities after studies,3,Yes
66,Environmental Factors,B,Exposure to environmental pollution and degradation,1,Yes
66,Environmental Factors,B,Lower cost of living in environmentally diverse regions,2,Yes
66,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,Yes
67,Education Quality,A,Moderately priced tuition fees,1,No plan to go
67,Education Quality,A,High-quality education,2,No plan to go
67,Education Quality,A,Limited availability of scholarships,3,No plan to go
67,Career Prospects,A,Higher paygrade,1,No plan to go
67,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
67,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
67,Political Factors,A,Lower living expenses due to economic challenges,1,No plan to go
67,Political Factors,A,Political stability and security in the home country,2,No plan to go
67,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,No plan to go
67,Social Factors,A,Access to diverse social networks and communities,1,No plan to go
67,Social Factors,A,Few opportunities for social interaction,2,No plan to go
67,Social Factors,A,Higher cost of living in socially vibrant urban areas,3,No plan to go
67,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,No plan to go
67,Economic Factors,A,Limited availability of affordable housing options,2,No plan to go
67,Economic Factors,A,Higher cost of living in urban areas,3,No plan to go
67,Safety/Security,B,Active police presence,1,No plan to go
67,Safety/Security,B,Low crime rates,2,No plan to go
67,Safety/Security,B,Efficient emergency services,3,No plan to go
67,University Preference,B,More opportunity after graduation,1,No plan to go
67,University Preference,B,Moderately prestige and reputation of universities,2,No plan to go
67,University Preference,B,Diverse availability of desired courses,3,No plan to go
67,Language Access,A,Majority of the population speaks a language I am fluent in,1,No plan to go
67,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),2,No plan to go
67,Language Access,A,Communication is generally easy due to fluency in the local language,3,No plan to go
67,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,No plan to go
67,Cultural Exposure,A,Few opportunities for cultural exchange,2,No plan to go
67,Cultural Exposure,A,Limited access to cultural events,3,No plan to go
67,Research Opportunities,A,Limited availability of research job opportunities after studies,1,No plan to go
67,Research Opportunities,A,Abundant research opportunities and resources available during studies,2,No plan to go
67,Research Opportunities,A,Few collaborations with other researchers,3,No plan to go
67,Environmental Factors,A,Access to clean and sustainable living environments,1,No plan to go
67,Environmental Factors,A,Limited availability of outdoor recreational activities,2,No plan to go
67,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,No plan to go
68,Education Quality,A,Limited availability of scholarships,1,No plan to go
68,Education Quality,A,Moderately priced tuition fees,2,No plan to go
68,Education Quality,A,High-quality education,3,No plan to go
68,Career Prospects,B,Abundant availability of part-time job opportunities during studies,1,No plan to go
68,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,2,No plan to go
68,Career Prospects,B,Lower paygrade,3,No plan to go
68,Political Factors,B,Higher living expenses due to economic challenges,1,No plan to go
68,Political Factors,B,Political instability and unrest in the home country,2,No plan to go
68,Political Factors,B,Limited access to civil liberties and freedom of expression,3,No plan to go
68,Social Factors,B,Abundant opportunities for social interaction,1,No plan to go
68,Social Factors,B,Limited social integration and community engagement,2,No plan to go
68,Social Factors,B,Lower cost of living in quieter areas,3,No plan to go
68,Economic Factors,A,Higher cost of living in urban areas,1,No plan to go
68,Economic Factors,A,Limited availability of affordable housing options,2,No plan to go
68,Economic Factors,A,Access to diverse job opportunities with competitive salaries,3,No plan to go
68,Safety/Security,A,Inadequate emergency services,1,No plan to go
68,Safety/Security,A,Limited police presence,2,No plan to go
68,Safety/Security,A,High crime rates,3,No plan to go
68,University Preference,A,Prestige and reputation of universities,1,No plan to go
68,University Preference,A,Few opportunity after graduation,2,No plan to go
68,University Preference,A,Limited availability of desired courses,3,No plan to go
68,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),1,No plan to go
68,Language Access,B,Different primary language spoken requiring language adaptation,2,No plan to go
68,Language Access,B,Some level of language barrier may exist making communication less straightforward,3,No plan to go
68,Cultural Exposure,B,Greater opportunities for cultural exchange,1,No plan to go
68,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,No plan to go
68,Cultural Exposure,B,Accessible cultural events,3,No plan to go
68,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,No plan to go
68,Research Opportunities,A,Few collaborations with other researchers,2,No plan to go
68,Research Opportunities,A,Limited availability of research job opportunities after studies,3,No plan to go
68,Environmental Factors,A,Access to clean and sustainable living environments,1,No plan to go
68,Environmental Factors,A,Limited availability of outdoor recreational activities,2,No plan to go
68,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,No plan to go
69,Education Quality,A,High-quality education,1,Yes
69,Education Quality,A,Moderately priced tuition fees,2,Yes
69,Education Quality,A,Limited availability of scholarships,3,Yes
69,Career Prospects,A,Limited availability of part-time job opportunities during studies,1,Yes
69,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,Yes
69,Career Prospects,A,Higher paygrade,3,Yes
69,Political Factors,A,Political stability and security in the home country,1,Yes
69,Political Factors,A,Lower living expenses due to economic challenges,2,Yes
69,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,Yes
69,Social Factors,B,Abundant opportunities for social interaction,1,Yes
69,Social Factors,B,Lower cost of living in quieter areas,2,Yes
69,Social Factors,B,Limited social integration and community engagement,3,Yes
69,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,Yes
